,Unnamed: 0,帖子内容,发布时间
36,1836,这两天地中海口战火又起，以色列“拆迁队”再施绝活儿，「杰哈德」嚎叫不止。注意到很多网民用的语句是“以色列……巴勒斯坦之间咋样咋样”，这表述其实是错误的，会诱导一些怀有其它目的的人。请注意：巴勒斯坦行使行政权力的自有大多数国家承认的权力机构，并且一贯秉持着和平手段。「哈马斯」、「杰哈德」自有“来历”，不多说。但它们和巴现权力机构是水火不容的！他们坚持以武力解决和周边的问题。所以，它们和以色列的冲突并不是巴勒斯坦和以色列的冲突，犹其「哈马斯」，它仅是武装割据了加沙一部分，只不过它比「杰哈德」势力大。,2023-05-12 22:30:25
37,1887,刚才听了电视鲁健一嘴：巴以冲突为何突然升级？准备又是半个小时！都快吐了，从小的时候就是巴以冲突，现在几十年，还在冲突！好像巴以冲突对中国来说多重要一样，导致央视国际新闻只要有空就是巴以冲突，他们或许要千年冲突，央视也准备千年播！为何！懒！央视的国际新闻部太懒！说句实话：巴以冲突和中国万年根本利益没有，他们自有人料理，和中国切身关系不大！央视的国际新闻部应该要干点正事、干点与中国实际利益有关的正事！而不是炒冷饭一样，没事播巴以！与中国切身利益有关的国际新闻：美国、欧盟、俄乌、日本、朝韩、东盟、印度……这几十个国家的政情、人文社会、经济军事……只要央视国际新闻组用心干用心编辑，远比八竿子打不着的巴以实用的多。关键就是总编的审查了，这可考验业务副总了！巴以播报的好坏无人关注，但与中国切身利益相关的，关注深入的可就多了！所以说：央视懒人多，他们是相当不愿用脑！套个模板能吃几十年几百年！中国人的民心民智眼光眼界就这样耽误了！这懒人风气横行中国太多部门：不出事万吉！就干最不费脑的事，混上万年，直到现在被美国横着欺辱！下驷多如牛毛！难治呀！接着混！,2023-05-12 22:35:18
38,1938,"【今日关注｜巴以爆发数月来最激烈冲突 美派最强舰艇力挺以色列？】
以军继续空袭加沙地带，已致至少30人死亡，冲突导致加沙口岸关闭，食品医疗物资无法进入，以总Li欲借巴以冲突转移国内矛盾；以防长要求军方对加沙地带采取进一步行动，哈马斯成为关系局势走向的一大变量；美海军称美“佛罗里达”号核潜艇携154枚“战斧”抵中东，中东和解潮提速，美欲以军事干涉施压。就这样相关话题 权威专家为你深度解析！（来源：央视网）#巴以冲突##以色列##v评智库# ",2023-05-12 22:40:49
39,1989,以色列空袭加沙的视频，使用大当量的航弹无差别打击，令人发指。#巴以冲突#  ,2023-05-12 22:57:10
40,2040,【巴以冲突持续升级！#以军空袭加沙致至少33人死亡#】当地时间5月12日，加沙地带一栋建筑遭到以色列火箭弹袭击，据当地媒体报道，造成4人死亡，另有10余人受伤。据以色列主流媒体《国土报》网站12日报道，巴以冲突当天进入第四天，加沙地带的巴勒斯坦武装分子继续向以色列境内发射了超过15枚火箭弹。以军方消息人士称，从加沙向耶路撒冷发射的两枚火箭弹一枚被铁穹拦截，另一枚被大卫弹弓中程导弹拦截系统拦截。（看看新闻）,2023-05-13 20:40:00
41,2091,"#新闻联播要闻#【5月13日周六《新闻联播》要闻21条】财联社5月13日电，今天《新闻联播》主要内容有：
1、央视快评：努力使京津冀成为中国式现代化建设的先行区、示范区；
2、丁薛祥出席2023年中国品牌日活动 在中国品牌发展国际论坛致辞；
3、韩正访问荷兰；
4、【学思想 强党性 重实践 建新功】真抓实干 保障西部陆海新通道畅联内外；
5、一季度我国国际收支保持基本平衡；
6、西安开通两条中亚航线；
7、杭州亚运会测试活动进入密集展开阶段；
8、2023年起取消高校毕业生就业报到证；
9、骨科脊柱类耗材集采中选结果5月底落地全国；
10、我国7名护理工作者荣获第49届南丁格尔奖；
11、南京海关累计RCEP签证出口货值超430亿元 居全国首位；
12、2023深圳国际渔业博览会举办；
13、华南强降雨明起减弱 中东部多地将迎高温；
14、以军持续空袭加沙 巴武装组织发射火箭弹回应；
15、俄称摧毁乌军美制榴弹炮 乌称在巴赫穆特附近推进；
16、世行行长称美债务违约将拖累全球经济；
17、伊朗与沙特外长肯定双边关系进展；
18、苏丹冲突双方将于14日在沙特恢复对话；
19、英国铁路工作人员开始新一轮罢工；
20、韩国经济增长连续4个月放缓；
21、又一名未成年移民死于美墨边境收容所。",2023-05-13 20:58:20
42,2142,【巴武装组织首次向耶路撒冷发射火箭弹】12号，以军继续对加沙地带发动空袭。同一天，位于加沙境内的巴勒斯坦武装组织向耶路撒冷发射火箭弹。这是本轮冲突中，巴武装组织首次向耶路撒冷发射火箭弹。巴勒斯坦武装组织12号向耶路撒冷发射火箭弹，贝特谢梅什和耶路撒冷郊外部分地区响起警报。巴勒斯坦伊斯兰圣战组织（杰哈德）方面表示，火箭弹袭击是对以色列空袭行动的回应。 ,2023-05-13 21:18:09
43,2193,#关注俄乌局势最新进展##巴以冲突##台海局势# 《美好的未来世界》是我们化解各地冲突、构建持久和平、使我们物种保持长期持续发展的唯一选择。希望各位有缘人耐心阅读、积极转发。  ,2023-05-13 21:39:06
44,2244,以色列“盾与箭”行动铁穹拦截系统，不停发射拦截巴勒斯坦火箭弹。# 巴以冲突 加剧！##关注巴以局势#  ,2023-05-13 21:52:58
45,2295,“我们变得无家可归，四散奔逃，我们不知道会发生什么事，”一位在最近的加沙-以色列冲突中失去房屋的加沙居民说。#巴以冲突#  ,2023-05-13 22:28:27
46,2346,"22/23赛季法甲联赛第35轮继续。在王子公园球场，巴黎圣日耳曼主场5-0大胜阿雅克肖，以6分优势领跑积分榜，阿雅克肖提前降级。姆巴佩梅开二度，法比安-鲁伊斯和阿什拉夫各进一球，阿雅克肖球员优素福乌龙，阿什拉夫和曼加尼被红牌罚下。
在人员方面，梅西和阿什拉夫解禁复出，金彭贝、内马尔、努诺-门德斯、穆凯莱和彭贝莱因伤休战。21分钟达尼洛-佩雷拉直传，法比安-路易斯中路小禁区前外脚背弹射破门。1-0，巴黎首开纪录！
32分钟姆巴佩小禁区前乱战中射门被扑出，阿什拉夫小禁区右侧补射破门。2-0，巴黎扩大优势！
46分钟埃基蒂克禁区中路分球，姆巴佩左侧小禁区前大力抽射，皮球被扑了一下后仍滚入网窝。3-0，巴黎锁定胜局！
53分钟拉莫斯后场长传，阿维内尔头球解围不远，姆巴佩大禁区中路凌空抽射破门。4-0，姆巴佩梅开二度！
60分钟达尼洛-佩雷拉禁区弧左侧大力兜射，索拉卡罗将球扑住。
72分钟维蒂尼亚直传，马基尼奥斯禁区左侧射门，皮球被优素福挡入自家大门。5-0，巴黎血洗阿雅克肖！
80分钟曼加尼放倒梅西后又踢一脚，双方球员发生冲突，阿什拉夫和曼加尼均被红牌罚下。
87分钟维达尔头球解围不远，扎伊尔-埃梅里右侧小禁区前凌空抽射踢偏。
#法甲##梅西#",2023-05-14 15:23:01
47,2397,"#美国对巴以停火协议生效表示欢迎#【外媒：巴以停火协议生效，美国表示欢迎】据路透社报道，以色列与巴勒斯坦伊斯兰圣战组织（杰哈德）之间的一项停火协议13日晚正式生效。这项由埃及斡旋达成的停火协议旨在结束一场严重的交火。

据路透社记者看到的一份协议文本写道：“鉴于巴勒斯坦和以色列方面达成的共识，埃及宣布巴以之间的一项停火协议已经达成。”

报道称，协议文本说：“双方将遵守停火协议，这包括当停火协议生效时，立即停止把平民作为目标、停止破坏住宅以及停止把个人作为目标。”

以色列总理内塔尼亚胡发表声明说，以色列国家安全顾问就开罗所作的努力向埃及总统塞西表示了感谢。

声明说：“和平将被报以和平。如果以色列受到攻击或威胁，它将继续做必须做的事，以保卫自己。”

杰哈德也证实了这项协议。该组织发言人达乌德·谢哈布说：“我们宣布接受埃及的声明，只要占领方（以色列）遵守它，我们就会遵守。”

报道提及，在持续五天的行动中，以色列打死六名杰哈德高级指挥官，并摧毁多处军事设施。

加沙至少有十名平民在冲突中丧生，包括妇女和儿童。在以色列，有两人——一名以色列女子和一名巴勒斯坦劳工——因遭到巴勒斯坦火箭弹袭击而丧生。

报道说，随着战事逐渐平息，最近几乎空无一人的加沙街道上挤满了巴勒斯坦人。一些人欢呼并按响汽车喇叭，另一些人则前往在战斗中丧生的人的家中表达敬意。

另据报道，白宫对以色列与杰哈德达成停火协议表示欢迎，并感谢埃及帮助促成冲突平息。

白宫感谢埃及总统塞西和埃及高级官员作出了“关键外交努力”，还对卡塔尔埃米尔谢赫塔米姆·本·哈马德·阿勒萨尼表示感谢。 （编译/杜源江）",2023-05-14 16:21:01
48,2448,发布了头条文章：《俄乌战争恐将长期化甚至巴以冲突化》   ,2023-05-14 19:32:41
49,2499,分享视频  ,2023-05-14 22:10:04
50,2550,"无名观世界：无名观察：巴以冲突。
以前属于以色列收拾巴勒斯坦，别人没人上也打不过它。
·但现在叙利亚进来、黎巴嫩进来、伊朗进来、伊拉克进来。...多好 ",2023-05-15 20:24:47
